,HOUR,UNITDESC,PARKING_SPACE,OCCUPANCY
12708,18,ALDER ST BETWEEN 9TH AVE AND TERRY AVE,15.25,0.9511904761904761
12709,18,ALDER ST BETWEEN TERRY AVE AND BROADWAY,11.25,0.9444444444444444
12710,18,ALOHA ST BETWEEN 8TH AVE N AND 9TH AVE N,18.4,0.6274509803921569
12711,18,ALOHA ST BETWEEN AURORA AVE N AND DEXTER AVE N,12.0,0.45833333333333337
12712,18,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,9.2,0.7032323232323232
12713,18,ALOHA ST BETWEEN MINOR AVE N AND YALE AVE N,20.8,0.40701754385964917
12714,18,ALOHA ST BETWEEN YALE AVE N AND EASTLAKE AVE E,23.75,0.4473684210526315
12715,18,BALLARD AVE NW BETWEEN 20TH AVE NW AND NW VERNON PL,27.5,1.0
12716,18,BALLARD AVE NW BETWEEN 22ND AVE NW AND NW MARKET ST,63.4,0.9406334231805931
12717,18,BALLARD AVE NW BETWEEN NW 48TH ST AND NW DOCK PL,15.0,0.8500000000000001
12718,18,BALLARD AVE NW BETWEEN NW BALLARD WAY AND NW 48TH ST,38.0,0.7886904761904762
12719,18,BALLARD AVE NW BETWEEN NW DOCK PL AND NW IONE PL,9.8,0.6766233766233766
12720,18,BALLARD AVE NW BETWEEN NW IONE PL AND 20TH AVE NW,7.6,1.0
12721,18,BALLARD AVE NW BETWEEN NW VERNON PL AND 22ND AVE NW,43.0,0.9880952380952381
12722,18,BARNES AVE NW BETWEEN 17TH AVE NW AND NW MARKET ST,34.2,0.5150246305418719
12723,18,BATTERY ST BETWEEN 1ST AVE AND 2ND AVE,29.2,0.968
12724,18,BATTERY ST BETWEEN 2ND AVE AND 3RD AVE,14.4,0.9846153846153847
12725,18,BATTERY ST BETWEEN 3RD AVE AND 4TH AVE,6.6,0.4583333333333333
12726,18,BATTERY ST BETWEEN 4TH AVE AND 5TH AVE,13.6,0.4916666666666667
12727,18,BATTERY ST BETWEEN AURORA AVE AND 7TH AVE,14.4,0.7833333333333333
12728,18,BATTERY ST BETWEEN ELLIOTT AVE AND WESTERN AVE,12.6,0.7977272727272727
12729,18,BATTERY ST BETWEEN WESTERN AVE AND 1ST AVE,6.25,0.85
12730,18,BAY ST BETWEEN WESTERN AVE AND 1ST AVE,15.25,0.7470238095238094
12731,18,BELL ST BETWEEN 1ST AVE AND 2ND AVE,4.4,0.6
12732,18,BELL ST BETWEEN 2ND AVE AND 3RD AVE,2.4,0.8
12733,18,BELL ST BETWEEN 3RD AVE AND 4TH AVE,3.2,0.7
12734,18,BELL ST BETWEEN 4TH AVE AND 5TH AVE,6.0,0.72
12735,18,BELL ST BETWEEN 5TH AVE AND 6TH AVE,10.8,0.35555555555555557
12736,18,BELL ST BETWEEN 6TH AVE AND 7TH AVE,14.5,0.3107142857142857
12737,18,BELL ST BETWEEN 7TH AVE AND 8TH AVE,13.0,0.6964285714285714
12738,18,BELL ST BETWEEN 8TH AVE AND DENNY WAY,9.2,0.5166666666666666
12739,18,BELMONT AVE BETWEEN E PIKE ST AND E PINE ST,14.0,1.0
12740,18,BELMONT AVE BETWEEN E PINE ST AND E OLIVE ST,34.5,1.0
12741,18,BELMONT AVE BETWEEN E UNION ST AND E PIKE ST,13.6,0.9430555555555555
12742,18,BLANCHARD ST BETWEEN 1ST AVE AND 2ND AVE,11.4,0.46047619047619043
12743,18,BLANCHARD ST BETWEEN 2ND AVE AND 3RD AVE,20.8,0.8527173913043479
12744,18,BLANCHARD ST BETWEEN 3RD AVE AND 4TH AVE,6.4,0.7568181818181818
12745,18,BLANCHARD ST BETWEEN 4TH AVE AND 5TH AVE,9.6,0.7428571428571429
12746,18,BLANCHARD ST BETWEEN 5TH AVE AND 6TH AVE,9.5,0.5785714285714286
12747,18,BLANCHARD ST BETWEEN 6TH AVE AND 7TH AVE,7.0,0.7444444444444445
12748,18,BLANCHARD ST BETWEEN 7TH AVE AND 8TH AVE,15.0,0.0
12749,18,BLANCHARD ST BETWEEN WESTERN AVE AND 1ST AVE,9.6,0.575
12750,18,BOREN AVE BETWEEN FAIRVIEW AVE AND DENNY WAY,10.8,0.3
12751,18,BOREN AVE N BETWEEN DENNY WAY AND JOHN ST,15.6,0.7410714285714286
12752,18,BOREN AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,36.666666666666664,1.0
12753,18,BOREN AVE N BETWEEN JOHN ST AND THOMAS ST,19.2,0.8603809523809524
12754,18,BOREN AVE N BETWEEN MERCER NR ST AND VALLEY ST,44.0,0.22727272727272727
12755,18,BOREN AVE N BETWEEN REPUBLICAN ST AND MERCER SR ST,19.0,0.8047138047138046
12756,18,BOREN AVE N BETWEEN THOMAS ST AND HARRISON ST,9.0,1.0
12757,18,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,8.0,1.0
12758,18,BOYLSTON AVE BETWEEN E PINE ST AND E OLIVE ST,8.0,0.8958333333333334
12759,18,BOYLSTON AVE BETWEEN E UNION ST AND E PIKE ST,11.75,1.0
12760,18,BOYLSTON AVE BETWEEN MADISON ST AND SPRING ST,13.8,0.3553846153846154
12761,18,BOYLSTON AVE BETWEEN MARION ST AND MADISON ST,6.0,0.8800000000000001
12762,18,BOYLSTON AVE BETWEEN SENECA ST AND UNIVERSITY W ST,18.75,1.0
12763,18,BOYLSTON AVE BETWEEN SPRING ST AND SENECA ST,16.0,0.7348318713450293
12764,18,BROAD ST BETWEEN 1ST AVE AND 2ND AVE,8.4,0.6857142857142857
12765,18,BROAD ST BETWEEN 2ND AVE AND 3RD AVE,9.333333333333334,0.0
12766,18,BROAD ST BETWEEN WESTERN AVE AND 1ST AVE,6.0,0.8400000000000001
12767,18,BROADWAY BETWEEN E PIKE ST AND E PINE ST,8.25,0.6875
12768,18,BROADWAY BETWEEN E PINE ST AND XW E OLIVE ST,23.4,0.7421052631578947
12769,18,BROADWAY BETWEEN E UNION ST AND E PIKE ST,6.0,0.16666666666666666
12770,18,BROADWAY BETWEEN XW E OLIVE ST AND E HOWELL ST,20.2,0.6911764705882353
12771,18,BROADWAY CT BETWEEN E MADISON ST AND E SENECA ST,7.5,1.0
12772,18,BROADWAY CT BETWEEN E SENECA ST AND E UNION ST,9.25,1.0
12773,18,BROADWAY E BETWEEN E DENNY WAY AND E OLIVE WAY,22.4,0.42434210526315785
12774,18,BROADWAY E BETWEEN E HARRISON ST AND E REPUBLICAN ST,15.2,0.9375
12775,18,BROADWAY E BETWEEN E MERCER ST AND E ROY E ST,16.2,0.8942307692307694
12776,18,BROADWAY E BETWEEN E OLIVE WAY AND E THOMAS ST,21.2,0.7971988795518208
12777,18,BROADWAY E BETWEEN E REPUBLICAN ST AND E MERCER ST,26.0,0.8281904761904763
12778,18,BROADWAY E BETWEEN E ROY W ST AND E ALOHA ST,26.666666666666668,0.9333333333333332
12779,18,BROADWAY E BETWEEN E THOMAS ST AND E HARRISON ST,23.0,0.7113157894736842
12780,18,BROOKLYN AVE NE BETWEEN NE 41ST ST AND NE 42ND ST,42.75,0.7302521008403361
12781,18,BROOKLYN AVE NE BETWEEN NE 42ND ST AND NE 43RD ST,22.5,0.8194444444444444
12782,18,BROOKLYN AVE NE BETWEEN NE 45TH ST AND NE 47TH ST,34.8,0.496551724137931
12783,18,BROOKLYN AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,29.6,0.2750337894071041
12784,18,CALIFORNIA AVE SW BETWEEN ERSKINE WAY SW AND SW HUDSON ST,30.0,0.9
12785,18,CALIFORNIA AVE SW BETWEEN SW ALASKA ST AND ERSKINE WAY SW,39.0,0.9487179487179487
12786,18,CALIFORNIA AVE SW BETWEEN SW DAKOTA ST AND SW GENESEE ST,43.0,0.46511627906976744
12787,18,CALIFORNIA AVE SW BETWEEN SW GENESEE ST AND SW OREGON ST,25.0,0.88
12788,18,CALIFORNIA AVE SW BETWEEN SW HUDSON ST AND SW DAWSON N ST,13.0,0.7692307692307693
12789,18,CALIFORNIA AVE SW BETWEEN SW OREGON ST AND SW ALASKA ST,52.0,0.8461538461538461
12790,18,CEDAR ST BETWEEN 1ST AVE AND 2ND AVE,16.6,0.9
12791,18,CEDAR ST BETWEEN 2ND AVE AND 3RD AVE,15.0,0.7916666666666667
12792,18,CEDAR ST BETWEEN 3RD AVE AND 4TH AVE,18.0,0.8266666666666665
12793,18,CEDAR ST BETWEEN 4TH AVE AND DENNY WAY,8.4,1.0
12794,18,CEDAR ST BETWEEN ELLIOTT AVE AND WESTERN AVE,15.6,0.5230769230769231
12795,18,CEDAR ST BETWEEN WESTERN AVE AND 1ST AVE,18.8,0.7696428571428571
12796,18,CHERRY ST BETWEEN 1ST AVE AND 2ND AVE,16.0,0.9693877551020408
12797,18,CHERRY ST BETWEEN 2ND AVE AND 3RD AVE,13.428571428571429,0.7592407592407593
12798,18,CHERRY ST BETWEEN 3RD AVE AND 4TH AVE,15.75,0.33974358974358976
12799,18,CHERRY ST BETWEEN 4TH AVE AND 5TH AVE,14.666666666666666,0.12121212121212122
12800,18,CHERRY ST BETWEEN 7TH AVE AND 8TH AVE,7.0,0.5416666666666667
12801,18,CHERRY ST BETWEEN 8TH AVE AND 9TH AVE,8.75,0.9285714285714286
12802,18,CHERRY ST BETWEEN 9TH AVE AND TERRY AVE,23.5,0.6529411764705882
12803,18,CHERRY ST BETWEEN BOREN AVE AND MINOR AVE,19.6,0.7080882352941177
12804,18,CHERRY ST BETWEEN MINOR AVE AND BROADWAY,8.2,0.8571428571428571
12805,18,CHERRY ST BETWEEN TERRY AVE AND BOREN AVE,21.75,0.9736842105263158
12806,18,CLAY ST BETWEEN 1ST AVE AND 2ND AVE,22.8,0.7894736842105263
12807,18,CLAY ST BETWEEN 2ND AVE AND 3RD AVE,28.75,0.32608695652173914
12808,18,CLAY ST BETWEEN 3RD AVE AND 4TH AVE,20.2,0.7036764705882353
12809,18,CLAY ST BETWEEN ELLIOTT AVE AND WESTERN AVE,31.2,0.4769230769230769
12810,18,CLAY ST BETWEEN WESTERN AVE AND 1ST AVE,25.2,0.6857142857142857
12811,18,COLUMBIA ST BETWEEN 1ST AVE AND 2ND AVE,1.1666666666666667,0.6666666666666666
12812,18,COLUMBIA ST BETWEEN 3RD AVE AND 4TH AVE,10.8,0.8222222222222222
12813,18,COLUMBIA ST BETWEEN 4TH AVE AND 5TH AVE,6.0,0.8800000000000001
12814,18,COLUMBIA ST BETWEEN 5TH AVE AND 6TH AVE,8.25,0.7357142857142858
12815,18,COLUMBIA ST BETWEEN 7TH AVE AND 8TH AVE,9.4,0.3678571428571429
12816,18,COLUMBIA ST BETWEEN 8TH AVE AND 9TH AVE,10.8,0.28888888888888886
12817,18,COLUMBIA ST BETWEEN 9TH AVE AND TERRY AVE,20.6,1.0
12818,18,COLUMBIA ST BETWEEN ALASKAN E RDWY WAY AND WESTERN AVE,4.0,0.5833333333333334
12819,18,COLUMBIA ST BETWEEN BOREN AVE AND MINOR AVE,15.0,0.5073529411764707
12820,18,COLUMBIA ST BETWEEN TERRY AVE AND BOREN AVE,17.0,0.8235294117647058
12821,18,COLUMBIA ST BETWEEN WESTERN AVE AND POST AVE,1.0,0.6
12822,18,DENNY LOWER WAY BETWEEN STEWART ST AND EASTLAKE AVE,5.0,0.9
12824,18,DEXTER AVE N BETWEEN ALOHA ST AND WARD ST,7.5,0.5277777777777778
12825,18,DEXTER AVE N BETWEEN COMSTOCK ST AND LEE ST,11.0,0.3014705882352941
12826,18,DEXTER AVE N BETWEEN DENNY WAY AND JOHN ST,5.0,0.4
12827,18,DEXTER AVE N BETWEEN GALER ST AND GARFIELD S ST,1.0,0.0
12828,18,DEXTER AVE N BETWEEN GARFIELD N ST AND HAYES ST,5.0,1.0
12829,18,DEXTER AVE N BETWEEN GARFIELD S ST AND GARFIELD N ST,3.0,0.0
12830,18,DEXTER AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,6.0,0.16666666666666666
12831,18,DEXTER AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,13.0,0.6013888888888889
12832,18,DEXTER AVE N BETWEEN JOHN ST AND THOMAS ST,13.0,0.6085858585858586
12833,18,DEXTER AVE N BETWEEN LEE ST AND GALER ST,7.666666666666667,0.5151515151515151
12834,18,DEXTER AVE N BETWEEN PROSPECT ST AND HIGHLAND DR,11.0,0.4285714285714286
12835,18,DEXTER AVE N BETWEEN REPUBLICAN ST AND MERCER ST,3.0,0.6666666666666666
12836,18,DEXTER AVE N BETWEEN THOMAS ST AND HARRISON ST,9.75,0.32809829059829065
12837,18,DEXTER AVE N BETWEEN VALLEY ST AND ALOHA ST,1.6666666666666667,0.8333333333333334
12838,18,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,15.0,0.43333333333333335
12839,18,DILLING WAY BETWEEN 3RD AVE AND 4TH AVE,10.4,0.5744444444444444
12840,18,E CHERRY ST BETWEEN 12TH AVE AND 13TH AVE,10.0,0.8
12841,18,E CHERRY ST BETWEEN 15TH AVE AND 16TH AVE,30.0,0.625
12842,18,E CHERRY ST BETWEEN 16TH AVE AND 17TH AVE,13.0,0.42181818181818187
12843,18,E CHERRY ST BETWEEN 17TH AVE AND 18TH AVE,21.8,0.5039035087719298
12844,18,E CHERRY ST BETWEEN 18TH AVE AND 19TH AVE,24.0,0.59375
12845,18,E CHERRY ST BETWEEN BROADWAY AND DEAD END,3.6,0.5333333333333333
12846,18,E DENNY WAY BETWEEN 10TH AVE E AND 11TH AVE,15.0,0.8679487179487181
12847,18,E DENNY WAY BETWEEN 15TH AVE AND 16TH AVE,4.0,1.0
12848,18,E DENNY WAY BETWEEN HARVARD AVE AND BROADWAY,9.333333333333334,0.9666666666666667
12849,18,E DENNY WAY BETWEEN NAGLE PL AND 10TH AVE E,2.0,0.16666666666666666
12850,18,E HARRISON ST BETWEEN 15TH N AVE E AND 16TH AVE E,3.0,1.0
12851,18,E HARRISON ST BETWEEN BROADWAY E AND 10TH AVE E,4.8,0.85
12852,18,E JEFFERSON ST BETWEEN 12TH AVE AND 13TH AVE,10.0,0.9
12853,18,E JEFFERSON ST BETWEEN 15TH AVE AND 16TH AVE,31.5,0.5
12854,18,E JEFFERSON ST BETWEEN 16TH AVE AND 17TH AVE,23.333333333333332,0.8666666666666667
12855,18,E JEFFERSON ST BETWEEN 17TH AVE AND 18TH AVE,11.0,0.4355555555555556
12856,18,E JEFFERSON ST BETWEEN 18TH AVE AND 19TH AVE,28.5,0.3157894736842105
12857,18,E JOHN ST BETWEEN BROADWAY E AND 10TH AVE E,2.4,0.4
12858,18,E MADISON ST BETWEEN 10TH AVE AND E SENECA ST,3.75,0.9166666666666666
12859,18,E MADISON ST BETWEEN 13TH AVE AND 14TH AVE,9.5,0.6333333333333333
12860,18,E MADISON ST BETWEEN 14TH AVE AND E PIKE ST,5.0,0.2
12861,18,E MERCER ST BETWEEN BROADWAY E AND 10TH AVE E,5.6,0.76
12862,18,E NELSON PL BETWEEN EASTLAKE AVE E AND DEAD END,3.0,0.0
12863,18,E OLIVE WAY BETWEEN HARVARD AVE E AND BROADWAY E,3.6,0.5333333333333333
12864,18,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,17.8,0.9596638655462184
12865,18,E PIKE ST BETWEEN 11TH AVE AND 12TH AVE,16.2,0.9777777777777779
12866,18,E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,19.25,0.9886363636363636
12867,18,E PIKE ST BETWEEN 13TH AVE AND 14TH AVE,20.75,0.9297385620915033
12868,18,E PIKE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL,9.4,0.7464285714285714
12869,18,E PIKE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,18.75,0.8871212121212121
12870,18,E PIKE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,20.6,0.8328342245989304
12871,18,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,18.8,0.9653594771241829
12872,18,E PIKE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,9.0,0.9142857142857143
12873,18,E PIKE ST BETWEEN HARVARD AVE AND BROADWAY,21.0,0.8040350877192981
12874,18,E PIKE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,14.6,0.8611721611721611
12875,18,E PIKE ST BETWEEN SUMMIT AVE AND BELMONT AVE,15.0,0.9525641025641025
12876,18,E PINE ST BETWEEN 10TH AVE AND 11TH AVE,18.666666666666668,1.0
12877,18,E PINE ST BETWEEN 11TH AVE AND 12TH AVE,19.666666666666668,0.8238636363636364
12878,18,E PINE ST BETWEEN 12TH AVE AND 13TH AVE,15.0,1.0
12879,18,E PINE ST BETWEEN 13TH AVE AND 14TH AVE,17.333333333333332,0.801470588235294
12880,18,E PINE ST BETWEEN 14TH AVE AND 15TH AVE,16.25,0.8461538461538461
12881,18,E PINE ST BETWEEN 15TH AVE AND 16TH AVE,6.0,0.0
12882,18,E PINE ST BETWEEN BELLEVUE AVE AND CRAWFORD PL,4.8,1.0
12883,18,E PINE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,15.6,0.8461538461538461
12884,18,E PINE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,12.6,0.9714285714285715
12885,18,E PINE ST BETWEEN BROADWAY AND NAGLE PL,10.0,0.8125
12886,18,E PINE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,6.6,1.0
12887,18,E PINE ST BETWEEN HARVARD AVE AND BROADWAY,4.4,0.85
12888,18,E PINE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,8.333333333333334,0.9583333333333334
12889,18,E PINE ST BETWEEN NAGLE PL AND 10TH AVE,5.6,0.6666666666666667
12890,18,E REPUBLICAN ST BETWEEN BROADWAY E AND 10TH AVE E,7.2,0.8666666666666666
12891,18,E ROY ST BETWEEN BROADWAY E  E AND 10TH W AVE E,4.5,0.8333333333333333
12893,18,E SENECA ST BETWEEN 10TH AVE AND E MADISON ST,11.25,0.9444444444444444
12894,18,E THOMAS ST BETWEEN 15TH S AVE E AND 16TH AVE E,6.0,0.6666666666666666
12895,18,E THOMAS ST BETWEEN BROADWAY E AND 10TH W AVE E,6.666666666666667,1.0
12896,18,E THOMAS ST BETWEEN HARVARD AVE E AND BROADWAY E,7.6,0.8171428571428571
12897,18,E UNION ST BETWEEN 10TH AVE AND 11TH AVE,12.0,0.9418181818181818
12898,18,E UNION ST BETWEEN 11TH AVE AND 12TH AVE,6.25,0.9
12899,18,E UNION ST BETWEEN BELMONT AVE AND BOYLSTON AVE,10.666666666666666,1.0
12900,18,E UNION ST BETWEEN BOYLSTON AVE AND HARVARD AVE,7.5,0.9166666666666666
12901,18,E UNION ST BETWEEN BROADWAY AND BROADWAY CT,5.4,0.8
12902,18,E UNION ST BETWEEN BROADWAY CT AND 10TH AVE,5.2,1.0
12903,18,E UNION ST BETWEEN CRAWFORD PL AND SUMMIT AVE,7.2,0.8333333333333333
12904,18,E UNION ST BETWEEN SENECA ST AND BROADWAY,4.8,0.95
12905,18,E UNION ST BETWEEN SUMMIT AVE AND BELMONT AVE,8.75,0.9285714285714286
12906,18,EAGLE ST BETWEEN 1ST AVE AND 2ND WR AVE,18.25,0.85
12907,18,EAGLE ST BETWEEN WESTERN AVE AND 1ST AVE,16.0,0.44551282051282054
12908,18,EAST GREEN LAKE DR N BETWEEN NE 72ND ST AND NE MAPLE LEAF PL,3.6,0.8666666666666666
12909,18,EAST GREEN LAKE DR N BETWEEN NE MAPLE LEAF PL AND 4TH AVE NE,3.0,1.0
12910,18,EAST GREEN LAKE DR N BETWEEN NE RAVENNA EB BV AND NE 72ND ST,6.0,0.9199999999999999
12911,18,EAST GREEN LAKE WAY N BETWEEN 1ST AVE NE AND 2ND AVE NE,5.25,0.8999999999999999
12912,18,EAST GREEN LAKE WAY N BETWEEN 2ND AVE NE AND 4TH AVE NE,6.0,0.75
12913,18,EAST GREEN LAKE WAY N BETWEEN 4TH AVE NE AND NE RAVENNA SR BV,6.6,0.9333333333333333
12914,18,EAST GREEN LAKE WAY N BETWEEN SUNNYSIDE AVE N AND 1ST AVE NE,5.0,1.0
12915,18,EASTLAKE AVE BETWEEN HOWELL ST AND DENNY LOWER WAY,3.0,0.5
12916,18,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,10.0,0.0
12917,18,EASTLAKE AVE E BETWEEN DENNY LOWER WAY AND STEWART ST,11.0,0.8787878787878788
12918,18,EASTLAKE AVE E BETWEEN E NELSON PL AND FAIRVIEW AVE N,32.333333333333336,0.2383855981416957
12919,18,EASTLAKE AVE E BETWEEN HARRISON ST AND REPUBLICAN ST,9.0,1.0
12920,18,EASTLAKE AVE E BETWEEN LAKEVIEW BLVD E AND ALOHA ST,12.0,0.29166666666666663
12921,18,EASTLAKE AVE E BETWEEN MERCER ST AND LAKEVIEW BLVD E,6.0,0.5555555555555555
12922,18,EASTLAKE AVE E BETWEEN PROSPECT ST AND E NELSON PL,30.666666666666668,0.04193410355156183
12923,18,EASTLAKE AVE E BETWEEN REPUBLICAN ST AND MERCER ST,9.333333333333334,1.0
12924,18,EASTLAKE AVE E BETWEEN STEWART ST AND THOMAS ST,10.666666666666666,0.07407407407407407
12925,18,EASTLAKE AVE E BETWEEN THOMAS ST AND HARRISON ST,10.0,0.09999999999999999
12926,18,EASTLAKE AVE E BETWEEN WARD ST AND PROSPECT ST,10.0,0.0
12927,18,EVANSTON AVE N BETWEEN N 34TH ST AND N 35TH ST,19.0,0.8220588235294117
12928,18,EVANSTON AVE N BETWEEN N 35TH ST AND N 36TH ST,9.2,0.6166666666666667
12929,18,FAIRVIEW AVE N BETWEEN DENNY WAY AND JOHN ST,4.6,0.2
12930,18,FAIRVIEW AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,12.0,0.39285714285714285
12931,18,FAIRVIEW AVE N BETWEEN JOHN ST AND THOMAS ST,13.2,0.3380952380952381
12932,18,FAIRVIEW AVE N BETWEEN THOMAS ST AND HARRISON ST,17.25,0.13545454545454544
12933,18,FAIRVIEW NR AVE N BETWEEN ALOHA ST AND WARD ST,16.333333333333332,0.9157894736842106
12934,18,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,27.0,0.9166666666666666
12935,18,FAIRVIEW NR AVE N BETWEEN WARD ST AND YALE AVE N,27.0,0.49382716049382713
12936,18,FAIRVIEW NR AVE N BETWEEN YALE AVE N AND DEAD END,23.0,0.3913043478260869
12937,18,FAUNTLEROY WAY SW BETWEEN SW ALASKA ST AND SW EDMUNDS ST,11.0,0.36363636363636365
12938,18,FREMONT AVE N BETWEEN FREMONT PL N AND N 36TH ST,12.0,0.5800000000000001
12939,18,FREMONT PL N BETWEEN FREMONT AVE N AND N 36TH ST,8.4,0.8285714285714285
12940,18,HARRISON ST BETWEEN 8TH AVE N AND 9TH AVE N,17.5,0.6306547619047619
12941,18,HARRISON ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,7.2,0.95
12942,18,HARRISON ST BETWEEN AURORA AVE N AND DEXTER AVE N,6.0,0.0
12943,18,HARRISON ST BETWEEN BOREN AVE N AND FAIRVIEW AVE N,11.0,1.0
12944,18,HARRISON ST BETWEEN DEXTER AVE N AND 8TH AVE N,6.0,0.8285714285714285
12945,18,HARRISON ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,5.333333333333333,0.5833333333333334
12946,18,HARRISON ST BETWEEN MINOR AVE N AND PONTIUS AVE N,20.333333333333332,0.9333333333333332
12947,18,HARRISON ST BETWEEN PONTIUS AVE N AND YALE AVE N,11.6,0.8666666666666666
12948,18,HARRISON ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,7.8,0.8828571428571429
12949,18,HARRISON ST BETWEEN YALE AVE N AND EASTLAKE AVE E,8.0,0.875
12950,18,HARVARD AVE BETWEEN BROADWAY AND SPRING ST,16.5,1.0
12951,18,HARVARD AVE BETWEEN E HOWELL ST AND E DENNY WAY,15.333333333333334,1.0
12952,18,HARVARD AVE BETWEEN E OLIVE ST AND E HOWELL ST,1.0,0.0
12953,18,HARVARD AVE BETWEEN E PIKE ST AND E PINE ST,18.333333333333332,0.8181818181818182
12954,18,HARVARD AVE BETWEEN E PINE ST AND E OLIVE ST,12.6,0.9055555555555556
12955,18,HARVARD AVE BETWEEN SPRING ST AND SENECA ST,7.75,0.8214285714285714
12956,18,HARVARD AVE E BETWEEN E DENNY WAY AND E OLIVE WAY,12.333333333333334,0.8666666666666667
12957,18,HARVARD AVE E BETWEEN E HARRISON ST AND E REPUBLICAN ST,12.666666666666666,0.9583333333333334
12958,18,HARVARD AVE E BETWEEN E MERCER ST AND E ROY E ST,12.0,1.0
12959,18,HARVARD AVE E BETWEEN E OLIVE WAY AND E THOMAS ST,21.5,0.7595238095238095
12960,18,HARVARD AVE E BETWEEN E REPUBLICAN ST AND E MERCER ST,10.0,1.0
12961,18,HARVARD AVE E BETWEEN E THOMAS ST AND E HARRISON ST,25.666666666666668,0.9833333333333334
12962,18,HOWELL ST BETWEEN OLIVE WAY AND 9TH AVE,9.0,0.5555555555555556
12963,18,HUBBELL PL BETWEEN 9TH AVE AND PIKE ST,12.0,0.9166666666666666
12964,18,JAMES ST BETWEEN 2ND AVE AND 3RD AVE,20.0,0.765625
12965,18,JAMES ST BETWEEN YESLER WAY AND 2ND AVE,13.857142857142858,0.8719851576994434
12966,18,JEFFERSON ST BETWEEN 4TH AVE AND 5TH AVE,17.0,0.4901960784313726
12967,18,JEFFERSON ST BETWEEN 9TH AVE AND TERRY AVE,5.0,1.0
12968,18,JEFFERSON ST BETWEEN TERRY AVE AND BOREN AVE,15.0,0.9
12969,18,JOHN ST BETWEEN 4TH AVE N AND 5TH AVE N,7.8,0.96
12970,18,JOHN ST BETWEEN 5TH AVE N AND TAYLOR AVE N,13.0,0.8541666666666667
12971,18,JOHN ST BETWEEN 6TH AVE N AND AURORA SB AVE N,9.6,0.7333333333333334
12972,18,JOHN ST BETWEEN 8TH AVE N AND 9TH AVE N,24.75,0.5738916256157635
12973,18,JOHN ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,20.0,1.0
12974,18,JOHN ST BETWEEN AURORA NB AVE N AND DEXTER AVE N,5.0,0.5952380952380952
12975,18,JOHN ST BETWEEN BOREN AVE N AND FAIRVIEW AVE N,16.5,0.7727272727272727
12976,18,JOHN ST BETWEEN DEAD END AND BOREN AVE N,2.0,0.75
12977,18,JOHN ST BETWEEN DEXTER AVE N AND 8TH AVE N,26.8,0.5932631578947368
12978,18,JOHN ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,15.75,0.8111111111111111
12979,18,JOHN ST BETWEEN MINOR AVE N AND PONTIUS W AVE N,13.5,0.5
12980,18,JOHN ST BETWEEN PONTIUS E AVE N AND YALE AVE N,26.0,0.775
12981,18,JOHN ST BETWEEN PONTIUS W AVE N AND PONTIUS E AVE N,3.0,1.0
12982,18,JOHN ST BETWEEN TAYLOR AVE N AND 6TH AVE N,12.0,0.72
12983,18,JOHN ST BETWEEN WARREN AVE N AND 2ND AVE N,21.0,0.7777777777777778
12984,18,JOHN ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,6.0,1.0
12985,18,JOHN ST BETWEEN YALE AVE N AND EASTLAKE AVE E,20.0,0.6888888888888888
12986,18,LAKE CITY WAY NE BETWEEN 30TH N AVE NE AND 31ST AVE NE,30.0,0.6666666666666666
12987,18,LAKE CITY WAY NE BETWEEN 30TH S AVE NE AND NE 123RD ST,8.0,0.0
12988,18,LAKE CITY WAY NE BETWEEN NE 120TH ST AND 30TH S AVE NE,13.0,0.15384615384615385
12989,18,LAKE CITY WAY NE BETWEEN NE 125TH ST AND NE 127TH ST,41.0,0.9024390243902439
12990,18,LAKE CITY WAY NE BETWEEN NE 127TH ST AND NE 130TH ST,33.0,0.45454545454545453
